,PROJECT,DATE,SITE,SAMPLE,SUBSTRATE,AVERAGE.DEPTH,EPIL.OM.AREA.g.m2,EPIL.ASH.AREA.g.m2,EPIL.CHL.TOTAL.MG.M2.RITCHIE,PHICOCYANIN.MG.M2
305,LTREB,9/22/2021,GR,1,EPIL,29.5,14.56801351,69.48451389,54.10165573,43.04111408
306,LTREB,9/22/2021,GR,2,EPIL,31.5,23.4304166,75.90332562,70.53610816,51.14004101
307,LTREB,9/22/2021,GR,3,EPIL,35.375,26.30485169,162.2907104,106.626272,39.50375253
308,LTREB,9/22/2021,GR,4,EPIL,21.25,5.714963888,12.85866875,18.8683822,2.062554786
309,LTREB,9/22/2021,GR,5,EPIL,11.75,10.42560004,43.90864747,42.39686495,26.34086251
310,LTREB,9/22/2021,BG,1,EPIL,8.75,22.26240331,122.5782588,29.23688554,9.232917007
311,LTREB,9/22/2021,BG,2,EPIL,12.5,39.80657079,231.5226809,96.89274454,41.71415044
312,LTREB,9/22/2021,BG,3,EPIL,26.5,28.28486219,197.3311089,100.6945263,29.96427588
313,LTREB,9/22/2021,BG,4,EPIL,29.25,14.21725877,185.535227,63.459561,17.16546928
314,LTREB,9/22/2021,BG,5,EPIL,29,25.28824753,228.1472511,84.13948101,24.59948214
315,LTREB,9/22/2021,BN,1,EPIL,33.25,50.51803594,72.17597192,42.13779136,21.02517443
316,LTREB,9/22/2021,BN,2,EPIL,34.5,95.01945892,39.97201011,75.65474952,23.33501131
317,LTREB,9/22/2021,BN,3,EPIL,34,25.11754689,188.1097668,39.80242826,18.80735221
318,LTREB,9/22/2021,BN,4,EPIL,29.25,23.59994805,158.5762177,93.64613591,34.90477331
319,LTREB,9/22/2021,BN,5,EPIL,30.25,18.31407413,103.7626054,57.33052684,31.22138087
497,LTREB,9/22/2021,NA,2,EPIL,NA,NA,NA,NA,NA
320,LTREB,10/13/2021,DL,1,EPIL,18.5,13.05392222,57.97975843,29.23905893,21.04224449
321,LTREB,10/13/2021,DL,2,EPIL,16,10.46885979,54.46402676,29.41106761,16.23538463
322,LTREB,10/13/2021,DL,3,EPIL,12.5,8.835511887,49.0004371,12.63536306,12.67838081
323,LTREB,10/13/2021,DL,4,EPIL,21,11.88590894,81.88953984,19.07079063,13.51574929
324,LTREB,10/13/2021,DL,5,EPIL,17.75,11.01019127,92.85764054,31.15483992,13.29769676
325,LTREB,10/13/2021,GR,1,EPIL,30.25,31.03477935,166.8470145,87.56734674,59.71248685
326,LTREB,10/13/2021,GR,2,EPIL,33.5,37.93412507,190.9228198,133.2768395,95.3140929
327,LTREB,10/13/2021,GR,3,EPIL,36.5,36.7123294,204.0807992,89.03865217,29.39324717
328,LTREB,10/13/2021,GR,4,EPIL,34.5,13.46079772,68.08383329,42.69271022,25.87389103
329,LTREB,10/13/2021,GR,5,EPIL,27.25,10.55070256,60.87231585,75.31746531,24.07580532
330,LTREB,10/13/2021,GC,1,EPIL,18.75,25.58989661,109.4986146,70.34833361,27.53050566
331,LTREB,10/13/2021,GC,2,EPIL,32.25,28.88465279,113.3288563,56.97233803,28.88991412
332,LTREB,10/13/2021,GC,3,EPIL,45,6.419980915,24.46748144,4.48483131,7.014276362
333,LTREB,10/13/2021,GC,4,EPIL,37,1.419621349,6.052389948,4.671546666,3.416818835
334,LTREB,10/13/2021,GC,5,EPIL,58,25.25434124,84.88264695,72.42824198,26.81870738
335,LTREB,10/13/2021,BN,1,EPIL,29.75,25.41218087,178.4172441,39.87935591,25.93597462
336,LTREB,10/13/2021,BN,2,EPIL,35.25,2.82240647,26.62602611,4.722074649,2.187563775
337,LTREB,10/13/2021,BN,3,EPIL,38.5,10.51679627,68.543322,84.89661038,25.64134064
338,LTREB,10/13/2021,BN,4,EPIL,36,32.51496435,174.7810867,85.72542571,38.23402038
339,LTREB,10/13/2021,BN,5,EPIL,40,32.3582939,163.2833463,55.58283687,37.53356316
26,LTREB,6/22/2021,WS,1,EPIP,25.25,NA,NA,NA,27.18115394
27,LTREB,6/22/2021,WS,3,EPIP,29.25,NA,NA,NA,23.02237192
28,LTREB,6/22/2021,GC,1,EPIP,13.875,NA,NA,NA,30.75324021
29,LTREB,6/22/2021,BG,1,EPIP,14.25,NA,NA,NA,13.32429567
30,LTREB,6/22/2021,BG,2,EPIP,11.1875,NA,NA,NA,16.80641334
31,LTREB,6/22/2021,BG,3,EPIP,15.25,NA,NA,NA,28.89283707
32,LTREB,6/22/2021,BG,4,EPIP,17.0625,1.199581209,8.397068463,1.445260491,7.528365891
33,LTREB,6/22/2021,BN,1,EPIP,15,7.099275927,71.26284042,4.866447159,26.8470016
34,LTREB,6/22/2021,BN,5,EPIP,12.6875,3.633819101,32.05547564,2.739832549,26.60369472
254,LTREB,6/22/2021,WS,2,EPIP,32.75,NA,NA,NA,10.0601136
255,LTREB,6/22/2021,WS,4,EPIP,32.625,NA,NA,NA,12.49739137
256,LTREB,6/22/2021,WS,5,EPIP,14.5,NA,NA,NA,11.51153671
257,LTREB,6/22/2021,DL,1,EPIP,14.625,NA,NA,NA,40.29119692
258,LTREB,6/22/2021,DL,2,EPIP,17,NA,NA,NA,60.69518471
259,LTREB,6/22/2021,DL,3,EPIP,24.375,NA,NA,NA,18.26730683
260,LTREB,6/22/2021,DL,4,EPIP,16.75,NA,NA,NA,19.02026034
261,LTREB,6/22/2021,DL,5,EPIP,17,NA,NA,NA,16.14851437
262,LTREB,6/22/2021,GR,1,EPIP,22.25,NA,NA,NA,31.88202742
263,LTREB,6/22/2021,GR,2,EPIP,33,NA,NA,NA,60.44088752
264,LTREB,6/22/2021,GR,3,EPIP,31.5,NA,NA,NA,6.958272521
265,LTREB,6/22/2021,GR,4,EPIP,18.25,NA,NA,NA,4.998956547
266,LTREB,6/22/2021,GR,5,EPIP,36.25,NA,NA,NA,48.55030185
267,LTREB,6/22/2021,GC,2,EPIP,9.8125,NA,NA,NA,32.08657589
268,LTREB,6/22/2021,GC,3,EPIP,14.8125,NA,NA,NA,28.32180836
269,LTREB,6/22/2021,GC,4,EPIP,9,NA,NA,NA,28.89517544
270,LTREB,6/22/2021,GC,5,EPIP,14.25,NA,NA,NA,27.97152129
271,LTREB,6/22/2021,BG,5,EPIP,7,0.289957251,1.973580001,0.502865004,9.821132705
272,LTREB,6/22/2021,BN,2,EPIP,9.4375,0.409213863,2.952185724,1.10495518,21.87867763
273,LTREB,6/22/2021,BN,3,EPIP,13.5,6.842055784,51.39258443,5.393891465,14.75215975
274,LTREB,6/22/2021,BN,4,EPIP,12.875,-0.212791209,30.64193404,0.940810006,16.87305674
35,LTREB,7/7/2021,WS,1,EPIP,30.75,NA,NA,NA,5.66819659
36,LTREB,7/7/2021,WS,4,EPIP,33.25,NA,NA,NA,11.57022967
37,LTREB,7/7/2021,BG,3,EPIP,7,NA,NA,8.958626415,25.680859
38,LTREB,7/7/2021,BN,2,EPIP,15.875,3.167315297,18.60169302,5.353901578,16.19083877
39,LTREB,7/7/2021,BN,3,EPIP,6.8125,2.095174977,10.08302958,3.476039143,8.630144987
275,LTREB,7/7/2021,WS,2,EPIP,27.75,NA,NA,NA,10.04035442
276,LTREB,7/7/2021,WS,3,EPIP,37.125,NA,NA,NA,2.020627903
277,LTREB,7/7/2021,WS,5,EPIP,36.75,NA,NA,NA,15.80383938
278,LTREB,7/7/2021,DL,1,EPIP,8.5,NA,NA,NA,8.960614411
279,LTREB,7/7/2021,DL,2,EPIP,31.5,NA,NA,NA,11.85141806
280,LTREB,7/7/2021,DL,3,EPIP,29.5,NA,NA,NA,11.8497812
281,LTREB,7/7/2021,DL,4,EPIP,11,NA,NA,NA,12.98762957
282,LTREB,7/7/2021,DL,5,EPIP,16.5,NA,NA,NA,16.70247302
283,LTREB,7/7/2021,GR,1,EPIP,12.125,NA,NA,NA,29.40610817
284,LTREB,7/7/2021,GR,2,EPIP,22.75,NA,NA,NA,12.90426686
285,LTREB,7/7/2021,GR,3,EPIP,23.25,NA,NA,NA,19.76678334
286,LTREB,7/7/2021,GR,4,EPIP,28.75,NA,NA,NA,27.4852583
287,LTREB,7/7/2021,GR,5,EPIP,37.25,NA,NA,NA,14.57011804
288,LTREB,7/7/2021,GC,1,EPIP,6.625,NA,NA,NA,14.32950029
289,LTREB,7/7/2021,GC,2,EPIP,14.625,0.671110735,3.642003378,1.686672655,5.486914849
290,LTREB,7/7/2021,GC,3,EPIP,13.8125,1.431663928,6.940851703,3.338346336,29.72435964
291,LTREB,7/7/2021,GC,4,EPIP,14,1.980595096,6.764889742,1.958782827,13.58636791
292,LTREB,7/7/2021,GC,5,EPIP,9.625,1.139952903,7.485690731,1.522184887,29.50969774
293,LTREB,7/7/2021,BG,1,EPIP,13.5,0.434935877,2.862158674,0.971689962,9.068997625
294,LTREB,7/7/2021,BG,2,EPIP,14.625,6.705261436,71.46510898,5.205833469,15.26484626
295,LTREB,7/7/2021,BG,4,EPIP,15.125,2.857481944,23.39183357,4.192428199,29.28685156
296,LTREB,7/7/2021,BG,5,EPIP,7.5,NA,NA,NA,26.38610987
297,LTREB,7/7/2021,BN,1,EPIP,15,2.554663686,14.70948459,4.26654409,5.59175544
298,LTREB,7/7/2021,BN,4,EPIP,11.25,1.277331843,5.270674552,5.128841103,14.00446756
299,LTREB,7/7/2021,BN,5,EPIP,8.1875,2.934647987,22.64706434,2.639292036,9.109100584
40,LTREB,7/20/2021,WS,1,EPIP,30.5,NA,NA,NA,11.52346237
41,LTREB,7/20/2021,BN,2,EPIP,10.75,23.81624681,151.9820286,49.12163093,17.03761917
42,LTREB,7/20/2021,BG,2,EPIP,18.5,51.98419075,333.4227786,51.83375233,29.71243398
43,LTREB,7/20/2021,BG,3,EPIP,27.25,42.79207821,301.912142,65.16901523,18.5426493
44,LTREB,7/20/2021,BG,4,EPIP,27.75,25.36190603,158.2067561,66.12591924,13.46278533
45,LTREB,7/20/2021,BG,5,EPIP,32.75,42.23087063,336.783009,108.0073398,11.02392917
46,LTREB,7/20/2021,BN,1,EPIP,22.5,15.62612364,104.4828218,58.97542985,11.09787996
101,LTREB,7/20/2021,WS,2,EPIP,16.5,NA,NA,NA,4.094126237
102,LTREB,7/20/2021,WS,3,EPIP,27,0.253879621,0.290625356,3.689081835,8.6786076
103,LTREB,7/20/2021,WS,4,EPIP,25.875,NA,NA,NA,5.065950702
104,LTREB,7/20/2021,WS,5,EPIP,33.125,NA,NA,NA,10.23765396
105,LTREB,7/20/2021,DL,1,EPIP,34.25,NA,NA,NA,18.48500861
106,LTREB,7/20/2021,DL,2,EPIP,20.375,NA,NA,NA,8.295349588
107,LTREB,7/20/2021,DL,3,EPIP,6.375,NA,NA,NA,10.19801867
108,LTREB,7/20/2021,DL,4,EPIP,26.25,NA,NA,NA,11.11167631
109,LTREB,7/20/2021,DL,5,EPIP,35.125,NA,NA,NA,13.84206812
110,LTREB,7/20/2021,GR,1,EPIP,37.5,NA,NA,NA,16.15085273
111,LTREB,7/20/2021,GR,2,EPIP,32.75,NA,NA,NA,25.52588387
112,LTREB,7/20/2021,GR,3,EPIP,34.75,NA,NA,NA,51.42532154
113,LTREB,7/20/2021,GR,4,EPIP,36,NA,NA,NA,17.7103083
114,LTREB,7/20/2021,GR,5,EPIP,33,NA,NA,NA,38.98989684
115,LTREB,7/20/2021,GC,1,EPIP,26.25,NA,NA,NA,56.42381041
116,LTREB,7/20/2021,GC,2,EPIP,33.5,NA,NA,NA,91.87903482
117,LTREB,7/20/2021,GC,3,EPIP,38.25,2.507896387,13.64435937,6.275363391,11.0295997
118,LTREB,7/20/2021,GC,4,EPIP,32.5,1.890568046,2.946339811,4.667908261,36.75839519
119,LTREB,7/20/2021,GC,5,EPIP,26.25,4.499014125,20.18476607,11.78535901,31.73862719
120,LTREB,7/20/2021,BG,1,EPIP,12,15.22275569,76.4645332,47.33249239,8.743614145
121,LTREB,7/20/2021,BN,3,EPIP,11.75,6.510007964,27.49917157,53.31052481,5.9008639
122,LTREB,7/20/2021,BN,4,EPIP,26,23.8700292,144.0339262,122.9525817,13.8835741
123,LTREB,7/20/2021,BN,5,EPIP,33.75,13.65137446,67.86402699,96.8914665,26.38190081
47,LTREB,8/3/2021,BN,1,EPIP,24.125,5.145572028,30.36834534,14.12006364,11.84112925
48,LTREB,8/3/2021,BN,3,EPIP,33,0.860518294,4.490829848,5.914483952,5.951255664
49,LTREB,8/3/2021,GR,1,EPIP,15.9375,NA,NA,NA,18.52101943
50,LTREB,8/3/2021,GC,5,EPIP,27.625,NA,NA,NA,13.25852915
51,LTREB,8/3/2021,BG,3,EPIP,18.5,NA,NA,NA,5.152002531
124,LTREB,8/3/2021,WS,1,EPIP,14.6875,0.32269436,0.98211327,1.365092199,6.721746909
125,LTREB,8/3/2021,WS,2,EPIP,8.6875,NA,NA,NA,8.82265088
126,LTREB,8/3/2021,WS,3,EPIP,16.6875,0.421490279,0.740677091,1.879653862,27.41323666
127,LTREB,8/3/2021,WS,4,EPIP,11,NA,NA,NA,4.06819377
128,LTREB,8/3/2021,WS,5,EPIP,16.125,NA,NA,NA,6.089102277
129,LTREB,8/3/2021,DL,1,EPIP,3.4375,NA,NA,NA,14.85937378
130,LTREB,8/3/2021,DL,2,EPIP,5.75,NA,NA,NA,12.11845933
131,LTREB,8/3/2021,DL,3,EPIP,3.6875,NA,NA,NA,9.971372652
132,LTREB,8/3/2021,DL,4,EPIP,3.4375,NA,NA,NA,9.789798615
133,LTREB,8/3/2021,DL,5,EPIP,8.625,NA,NA,NA,17.12980921
134,LTREB,8/3/2021,GR,2,EPIP,15.25,NA,NA,NA,24.21277504
135,LTREB,8/3/2021,GR,3,EPIP,9.6875,NA,NA,NA,13.43624489
136,LTREB,8/3/2021,GR,4,EPIP,15.5625,NA,NA,NA,10.20135084
137,LTREB,8/3/2021,GR,5,EPIP,8.625,NA,NA,NA,54.1942496
138,LTREB,8/3/2021,GC,1,EPIP,24.875,NA,NA,NA,26.40341377
139,LTREB,8/3/2021,GC,2,EPIP,21.375,NA,NA,NA,29.96608812
140,LTREB,8/3/2021,GC,3,EPIP,35.375,0.336139959,0.847072696,2.727895699,2.972529499
141,LTREB,8/3/2021,GC,4,EPIP,36.375,NA,NA,NA,81.31605584
142,LTREB,8/3/2021,BG,1,EPIP,28.375,0.589267962,1.814571185,1.483623426,9.469559538
143,LTREB,8/3/2021,BG,2,EPIP,28.375,1.021865474,2.221446683,6.231492719,14.00166153
144,LTREB,8/3/2021,BG,4,EPIP,19,NA,NA,NA,9.06736077
145,LTREB,8/3/2021,BG,5,EPIP,26,0.619666706,1.543320854,3.585543089,12.08466996
146,LTREB,8/3/2021,BN,2,EPIP,26.5,NA,NA,NA,6.965989126
147,LTREB,8/3/2021,BN,4,EPIP,33.5,NA,NA,NA,5.797742007
148,LTREB,8/3/2021,BN,5,EPIP,23.5,117.9062057,62.22038323,74.5037362,4.549195436
52,LTREB,8/17/2021,WS,1,EPIP,27.625,1.800540996,5.869295974,NA,11.41496224
53,LTREB,8/17/2021,WS,2,EPIP,12.25,NA,NA,NA,10.34024972
54,LTREB,8/17/2021,WS,3,EPIP,33.625,NA,NA,NA,7.889643273
55,LTREB,8/17/2021,WS,4,EPIP,39,NA,NA,NA,10.03082558
56,LTREB,8/17/2021,WS,5,EPIP,26,NA,NA,NA,10.79915384
57,LTREB,8/17/2021,DL,1,EPIP,9.375,NA,NA,NA,11.810029
58,LTREB,8/17/2021,DL,2,EPIP,20.625,NA,NA,NA,32.84391383
59,LTREB,8/17/2021,DL,3,EPIP,21,NA,NA,NA,4.522105479
60,LTREB,8/17/2021,DL,4,EPIP,36.125,NA,NA,NA,15.80886686
61,LTREB,8/17/2021,DL,5,EPIP,37.625,NA,NA,NA,18.08298522
62,LTREB,8/17/2021,GR,1,EPIP,25.75,NA,NA,NA,12.70082912
63,LTREB,8/17/2021,GR,2,EPIP,36.7,NA,NA,NA,19.54078037
64,LTREB,8/17/2021,GR,3,EPIP,11.5,NA,NA,NA,8.61593942
65,LTREB,8/17/2021,GR,4,EPIP,25.25,NA,NA,NA,29.35150735
66,LTREB,8/17/2021,GR,5,EPIP,17.125,NA,NA,NA,32.1846703
67,LTREB,8/17/2021,GC,1,EPIP,22.86,NA,NA,NA,52.00698981
68,LTREB,8/17/2021,GC,2,EPIP,35.8775,NA,NA,NA,46.51592437
69,LTREB,8/17/2021,GC,3,EPIP,37.7825,3.226943603,8.282488581,13.02518084,40.10506307
70,LTREB,8/17/2021,GC,4,EPIP,33.81375,5.313934303,15.31044438,12.88851675,22.26883382
71,LTREB,8/17/2021,GC,5,EPIP,46.355,NA,NA,NA,20.05826053
72,LTREB,8/17/2021,GC,6,EPIP,45.72,3.739045523,6.383736258,5.731112309,26.41335182
73,LTREB,8/17/2021,GC,7,EPIP,47.625,4.714143698,20.28765413,20.92890647,32.40178749
74,LTREB,8/17/2021,BG,1,EPIP,30.95625,25.91492933,131.5681028,11.0038795,19.65980315
75,LTREB,8/17/2021,BG,2,EPIP,31.4325,7.721280998,51.61706746,15.29906077,23.7232968
76,LTREB,8/17/2021,BG,3,EPIP,37.94125,23.10304551,165.6123578,88.83749521,19.40655823
77,LTREB,8/17/2021,BG,4,EPIP,37.94125,19.25877356,146.339554,43.54973717,36.70320977
78,LTREB,8/17/2021,BG,5,EPIP,37.94125,29.00040186,183.9883986,121.029574,NA
79,LTREB,8/17/2021,BG,6,EPIP,41.43375,2.689119669,13.73789396,7.906850716,21.5831083
80,LTREB,8/17/2021,BG,7,EPIP,24.765,12.67978383,92.91493048,4.430776836,30.98473834
81,DRONE,9/9/2021,GC,1,EPIP,18.75,1.818663324,3.352046127,16.54080997,30.72705052
82,DRONE,9/9/2021,GC,2,EPIP,30,1.758450427,3.32983166,7.431752509,55.4337467
83,DRONE,9/9/2021,GC,3,EPIP,34.5,17.70726843,90.66425424,42.71682665,53.66512438
84,DRONE,9/9/2021,GC,4,EPIP,41.75,7.99720806,48.15161063,14.38327165,20.11613506
85,DRONE,9/9/2021,GC,5,EPIP,47.75,2.932309622,9.463362871,14.82391542,9.979206174
86,DRONE,9/9/2021,GC,6,EPIP,20.5,4.054724788,24.48735754,8.245418412,37.77160871
87,DRONE,9/9/2021,GC,7,EPIP,31.25,1.206596304,2.806037916,4.154576806,60.94082994
88,DRONE,9/9/2021,GC,8,EPIP,34.875,32.14316432,151.9679984,56.42446057,36.0561842
89,DRONE,9/9/2021,GC,9,EPIP,37.75,1.799371813,4.230102158,3.596090343,8.65592546
90,DRONE,9/9/2021,GC,10,EPIP,45,4.608917277,12.43776306,12.16207468,7.070572497
91,DRONE,9/9/2021,GC,11,EPIP,22,NA,NA,NA,54.65542193
92,DRONE,9/9/2021,GC,12,EPIP,31.375,1.129430261,4.812355025,1.980188898,38.93751746
93,DRONE,9/9/2021,GC,13,EPIP,35.75,3.32515493,8.867079814,7.54862956,0.318695756
94,DRONE,9/9/2021,GC,14,EPIP,35.75,3.979298489,19.54873081,10.23939422,14.15996883
95,DRONE,9/9/2021,GC,15,EPIP,42.75,4.707128604,15.20171041,10.90335541,5.909866605
96,DRONE,9/9/2021,GC,16,EPIP,23.875,0.748276778,1.711683129,3.192814793,57.38628141
97,DRONE,9/9/2021,GC,17,EPIP,31.75,1.648547275,3.819134522,4.418754028,14.37135702
98,DRONE,9/9/2021,GC,18,EPIP,33.75,2.168833472,3.437396447,15.83458894,16.66283773
99,DRONE,9/9/2021,GC,19,EPIP,44.375,5.787453201,21.51295735,8.962314987,6.894435159
100,DRONE,9/9/2021,GC,20,EPIP,36.25,1.150475545,0.897932133,2.84310736,14.62226358
495,DRONE,9/9/2021,GC,12.1,EPIP,NA,0.683971742,2.864497039,2.266443255,NA
300,LTREB,9/22/2021,DL,1,EPIP,16,NA,NA,NA,22.10807123
301,LTREB,9/22/2021,DL,2,EPIP,13.875,NA,NA,NA,19.3416686
