,PROJECT,DATE,SITE,SAMPLE,SUBSTRATE,AVERAGE.DEPTH,EPIL.OM.AREA.g.m2,EPIL.ASH.AREA.g.m2,EPIL.CHL.TOTAL.MG.M2.RITCHIE,PHICOCYANIN.MG.M2
302,LTREB,9/22/2021,DL,3,EPIP,24.25,NA,NA,NA,16.67616641
303,LTREB,9/22/2021,DL,4,EPIP,27.375,NA,NA,NA,22.28567004
304,LTREB,9/22/2021,DL,5,EPIP,22,NA,NA,NA,16.14313613
305,LTREB,9/22/2021,GR,1,EPIP,29.5,NA,NA,NA,43.04111408
306,LTREB,9/22/2021,GR,2,EPIP,31.5,NA,NA,NA,51.14004101
307,LTREB,9/22/2021,GR,3,EPIP,35.375,NA,NA,NA,39.50375253
308,LTREB,9/22/2021,GR,4,EPIP,21.25,NA,NA,NA,2.062554786
309,LTREB,9/22/2021,GR,5,EPIP,11.75,NA,NA,NA,26.34086251
310,LTREB,9/22/2021,BG,1,EPIP,8.75,NA,NA,NA,9.232917007
311,LTREB,9/22/2021,BG,2,EPIP,12.5,NA,NA,NA,41.71415044
312,LTREB,9/22/2021,BG,3,EPIP,26.5,NA,NA,NA,29.96427588
313,LTREB,9/22/2021,BG,4,EPIP,29.25,NA,NA,NA,17.16546928
314,LTREB,9/22/2021,BG,5,EPIP,29,NA,NA,NA,24.59948214
315,LTREB,9/22/2021,BN,1,EPIP,33.25,NA,NA,NA,21.02517443
316,LTREB,9/22/2021,BN,2,EPIP,34.5,NA,NA,NA,23.33501131
317,LTREB,9/22/2021,BN,3,EPIP,34,NA,NA,NA,18.80735221
318,LTREB,9/22/2021,BN,4,EPIP,29.25,NA,NA,NA,34.90477331
319,LTREB,9/22/2021,BN,5,EPIP,30.25,NA,NA,NA,31.22138087
497,LTREB,9/22/2021,NA,2,EPIP,NA,NA,NA,NA,NA
320,LTREB,10/13/2021,DL,1,EPIP,18.5,NA,NA,NA,21.04224449
321,LTREB,10/13/2021,DL,2,EPIP,16,NA,NA,NA,16.23538463
322,LTREB,10/13/2021,DL,3,EPIP,12.5,NA,NA,NA,12.67838081
323,LTREB,10/13/2021,DL,4,EPIP,21,NA,NA,NA,13.51574929
324,LTREB,10/13/2021,DL,5,EPIP,17.75,NA,NA,NA,13.29769676
325,LTREB,10/13/2021,GR,1,EPIP,30.25,NA,NA,NA,59.71248685
326,LTREB,10/13/2021,GR,2,EPIP,33.5,2.345380025,9.321891792,24.85285501,95.3140929
327,LTREB,10/13/2021,GR,3,EPIP,36.5,NA,NA,NA,29.39324717
328,LTREB,10/13/2021,GR,4,EPIP,34.5,21.70470328,-14.15178455,19.94406466,25.87389103
329,LTREB,10/13/2021,GR,5,EPIP,27.25,NA,NA,NA,24.07580532
330,LTREB,10/13/2021,GC,1,EPIP,18.75,NA,NA,NA,27.53050566
331,LTREB,10/13/2021,GC,2,EPIP,32.25,NA,NA,NA,28.88991412
332,LTREB,10/13/2021,GC,3,EPIP,45,2.700811494,11.0283136,5.327432924,7.014276362
333,LTREB,10/13/2021,GC,4,EPIP,37,NA,NA,NA,3.416818835
334,LTREB,10/13/2021,GC,5,EPIP,58,NA,NA,NA,26.81870738
335,LTREB,10/13/2021,BN,1,EPIP,29.75,1.525783117,11.20602933,2.925227153,25.93597462
336,LTREB,10/13/2021,BN,2,EPIP,35.25,1.122415166,2.562847963,3.985436229,2.187563775
337,LTREB,10/13/2021,BN,3,EPIP,38.5,NA,NA,NA,25.64134064
338,LTREB,10/13/2021,BN,4,EPIP,36,NA,NA,NA,38.23402038
339,LTREB,10/13/2021,BN,5,EPIP,40,0.473518898,0.631358531,1.429039523,37.53356316
26,LTREB,6/22/2021,WS,1,FILA,25.25,NA,NA,NA,
27,LTREB,6/22/2021,WS,3,FILA,29.25,NA,NA,NA,
28,LTREB,6/22/2021,GC,1,FILA,13.875,4.946957858,7.885988876,4.097101234,
29,LTREB,6/22/2021,BG,1,FILA,14.25,3.497570371,8.588970278,8.897470701,
30,LTREB,6/22/2021,BG,2,FILA,11.1875,90.82932705,592.132005,217.2102673,
31,LTREB,6/22/2021,BG,3,FILA,15.25,66.06515805,327.6110743,272.2640843,
32,LTREB,6/22/2021,BG,4,FILA,17.0625,108.8582718,212.3715336,354.0446557,
33,LTREB,6/22/2021,BN,1,FILA,15,96.51168119,1392.141814,258.9741308,
34,LTREB,6/22/2021,BN,5,FILA,12.6875,61.66418643,128.583681,129.6831108,
254,LTREB,6/22/2021,WS,2,FILA,32.75,NA,NA,NA,
255,LTREB,6/22/2021,WS,4,FILA,32.625,NA,NA,NA,
256,LTREB,6/22/2021,WS,5,FILA,14.5,NA,NA,NA,
257,LTREB,6/22/2021,DL,1,FILA,14.625,NA,NA,NA,
258,LTREB,6/22/2021,DL,2,FILA,17,NA,NA,NA,
259,LTREB,6/22/2021,DL,3,FILA,24.375,NA,NA,NA,
260,LTREB,6/22/2021,DL,4,FILA,16.75,NA,NA,NA,
261,LTREB,6/22/2021,DL,5,FILA,17,NA,NA,NA,
262,LTREB,6/22/2021,GR,1,FILA,22.25,NA,NA,NA,
263,LTREB,6/22/2021,GR,2,FILA,33,NA,NA,NA,
264,LTREB,6/22/2021,GR,3,FILA,31.5,NA,NA,NA,
265,LTREB,6/22/2021,GR,4,FILA,18.25,NA,NA,NA,
266,LTREB,6/22/2021,GR,5,FILA,36.25,NA,NA,NA,
267,LTREB,6/22/2021,GC,2,FILA,9.8125,NA,NA,NA,
268,LTREB,6/22/2021,GC,3,FILA,14.8125,NA,NA,NA,
269,LTREB,6/22/2021,GC,4,FILA,9,NA,NA,NA,
270,LTREB,6/22/2021,GC,5,FILA,14.25,NA,NA,NA,
271,LTREB,6/22/2021,BG,5,FILA,7,42.99929332,50.79899948,48.03234666,
272,LTREB,6/22/2021,BN,2,FILA,9.4375,10.38662729,18.75394655,15.75106768,
273,LTREB,6/22/2021,BN,3,FILA,13.5,94.66059785,730.855673,147.5972312,
274,LTREB,6/22/2021,BN,4,FILA,12.875,44.65797036,67.51684134,185.009249,
35,LTREB,7/7/2021,WS,1,FILA,30.75,NA,NA,NA,
36,LTREB,7/7/2021,WS,4,FILA,33.25,NA,NA,NA,
37,LTREB,7/7/2021,BG,3,FILA,7,160.63406,540.1592459,462.7513975,
38,LTREB,7/7/2021,BN,2,FILA,15.875,157.3868585,260.835054,280.1884283,
39,LTREB,7/7/2021,BN,3,FILA,6.8125,83.19023195,185.8940725,137.0269804,
275,LTREB,7/7/2021,WS,2,FILA,27.75,NA,NA,NA,
276,LTREB,7/7/2021,WS,3,FILA,37.125,NA,NA,NA,
277,LTREB,7/7/2021,WS,5,FILA,36.75,NA,NA,NA,
278,LTREB,7/7/2021,DL,1,FILA,8.5,NA,NA,NA,
279,LTREB,7/7/2021,DL,2,FILA,31.5,NA,NA,NA,
280,LTREB,7/7/2021,DL,3,FILA,29.5,NA,NA,NA,
281,LTREB,7/7/2021,DL,4,FILA,11,NA,NA,NA,
282,LTREB,7/7/2021,DL,5,FILA,16.5,NA,NA,NA,
283,LTREB,7/7/2021,GR,1,FILA,12.125,NA,NA,NA,
284,LTREB,7/7/2021,GR,2,FILA,22.75,NA,NA,NA,
285,LTREB,7/7/2021,GR,3,FILA,23.25,NA,NA,NA,
286,LTREB,7/7/2021,GR,4,FILA,28.75,NA,NA,NA,
287,LTREB,7/7/2021,GR,5,FILA,37.25,NA,NA,NA,
288,LTREB,7/7/2021,GC,1,FILA,6.625,NA,NA,NA,
289,LTREB,7/7/2021,GC,2,FILA,14.625,38.86826223,96.76895222,54.61307875,
290,LTREB,7/7/2021,GC,3,FILA,13.8125,110.2771622,468.2192499,93.20031836,
291,LTREB,7/7/2021,GC,4,FILA,14,107.645254,345.20886,121.4116306,
292,LTREB,7/7/2021,GC,5,FILA,9.625,NA,NA,NA,
293,LTREB,7/7/2021,BG,1,FILA,13.5,6.173283415,25.56125164,28.6828149,
294,LTREB,7/7/2021,BG,2,FILA,14.625,102.3581151,466.3128983,166.5926269,
295,LTREB,7/7/2021,BG,4,FILA,15.125,104.7507532,415.061862,175.9297445,
296,LTREB,7/7/2021,BG,5,FILA,7.5,31.4272434,94.43512186,64.16332069,
297,LTREB,7/7/2021,BN,1,FILA,15,169.0761329,336.7925737,272.6115471,
298,LTREB,7/7/2021,BN,4,FILA,11.25,59.19724939,122.3635012,94.30473248,
299,LTREB,7/7/2021,BN,5,FILA,8.1875,47.22753133,287.7368675,53.09586084,
40,LTREB,7/20/2021,WS,1,FILA,30.5,2.287930071,16.65482209,15.57968698,
41,LTREB,7/20/2021,BN,2,FILA,10.75,12.88657694,55.2545398,64.05811277,
42,LTREB,7/20/2021,BG,2,FILA,18.5,112.824946,539.1071771,260.1459502,
43,LTREB,7/20/2021,BG,3,FILA,27.25,119.1886731,480.3264385,538.7320545,
44,LTREB,7/20/2021,BG,4,FILA,27.75,95.40011032,546.8192656,344.8786899,
45,LTREB,7/20/2021,BG,5,FILA,32.75,88.8752175,396.7514562,184.432485,
46,LTREB,7/20/2021,BN,1,FILA,22.5,87.91411786,450.4120164,400.3814433,
101,LTREB,7/20/2021,WS,2,FILA,16.5,NA,NA,NA,
102,LTREB,7/20/2021,WS,3,FILA,27,10.01726375,80.80564413,102.9718838,
103,LTREB,7/20/2021,WS,4,FILA,25.875,NA,NA,NA,
104,LTREB,7/20/2021,WS,5,FILA,33.125,NA,NA,NA,
105,LTREB,7/20/2021,DL,1,FILA,34.25,NA,NA,NA,
106,LTREB,7/20/2021,DL,2,FILA,20.375,NA,NA,NA,
107,LTREB,7/20/2021,DL,3,FILA,6.375,NA,NA,NA,
108,LTREB,7/20/2021,DL,4,FILA,26.25,NA,NA,NA,
109,LTREB,7/20/2021,DL,5,FILA,35.125,NA,NA,NA,
110,LTREB,7/20/2021,GR,1,FILA,37.5,NA,NA,NA,
111,LTREB,7/20/2021,GR,2,FILA,32.75,NA,NA,NA,
112,LTREB,7/20/2021,GR,3,FILA,34.75,NA,NA,NA,
113,LTREB,7/20/2021,GR,4,FILA,36,NA,NA,NA,
114,LTREB,7/20/2021,GR,5,FILA,33,NA,NA,NA,
115,LTREB,7/20/2021,GC,1,FILA,26.25,NA,NA,NA,
116,LTREB,7/20/2021,GC,2,FILA,33.5,NA,NA,NA,
117,LTREB,7/20/2021,GC,3,FILA,38.25,56.68443419,572.3752224,196.4190462,
118,LTREB,7/20/2021,GC,4,FILA,32.5,10.78574445,71.05440722,23.90671549,
119,LTREB,7/20/2021,GC,5,FILA,26.25,114.288766,658.9832747,458.2429817,
120,LTREB,7/20/2021,BG,1,FILA,12,101.1590089,259.5678597,406.7581482,
121,LTREB,7/20/2021,BN,3,FILA,11.75,215.7216195,1290.13901,469.766864,
122,LTREB,7/20/2021,BN,4,FILA,26,102.1936399,372.0203526,320.5124018,
123,LTREB,7/20/2021,BN,5,FILA,33.75,107.9437718,334.3320113,332.232485,
47,LTREB,8/3/2021,BN,1,FILA,24.125,16.56674854,71.95929676,32.18597777,
48,LTREB,8/3/2021,BN,3,FILA,33,17.23238431,28.35844417,73.40218508,
49,LTREB,8/3/2021,GR,1,FILA,15.9375,NA,NA,NA,
50,LTREB,8/3/2021,GC,5,FILA,27.625,NA,NA,NA,
51,LTREB,8/3/2021,BG,3,FILA,18.5,NA,NA,NA,
124,LTREB,8/3/2021,WS,1,FILA,14.6875,26.44682596,65.76686858,46.53251057,
125,LTREB,8/3/2021,WS,2,FILA,8.6875,2.989512518,38.39945272,14.64169396,
126,LTREB,8/3/2021,WS,3,FILA,16.6875,12.11054611,107.7673145,43.27704085,
127,LTREB,8/3/2021,WS,4,FILA,11,NA,NA,NA,
128,LTREB,8/3/2021,WS,5,FILA,16.125,NA,NA,NA,
129,LTREB,8/3/2021,DL,1,FILA,3.4375,NA,NA,NA,
130,LTREB,8/3/2021,DL,2,FILA,5.75,NA,NA,NA,
131,LTREB,8/3/2021,DL,3,FILA,3.6875,NA,NA,NA,
132,LTREB,8/3/2021,DL,4,FILA,3.4375,NA,NA,NA,
133,LTREB,8/3/2021,DL,5,FILA,8.625,NA,NA,NA,
134,LTREB,8/3/2021,GR,2,FILA,15.25,1.806452892,7.277733569,3.52313932,
135,LTREB,8/3/2021,GR,3,FILA,9.6875,NA,NA,NA,
136,LTREB,8/3/2021,GR,4,FILA,15.5625,NA,NA,NA,
137,LTREB,8/3/2021,GR,5,FILA,8.625,NA,NA,NA,
138,LTREB,8/3/2021,GC,1,FILA,24.875,NA,NA,NA,
139,LTREB,8/3/2021,GC,2,FILA,21.375,1.740904709,4.148004001,5.259304585,
140,LTREB,8/3/2021,GC,3,FILA,35.375,36.86438975,155.9090739,127.7606373,
141,LTREB,8/3/2021,GC,4,FILA,36.375,NA,NA,NA,
142,LTREB,8/3/2021,BG,1,FILA,28.375,3.835822431,14.68168469,22.0301043,
143,LTREB,8/3/2021,BG,2,FILA,28.375,16.56012407,10.18511487,27.35758194,
144,LTREB,8/3/2021,BG,4,FILA,19,7.349936418,16.34985856,35.21458789,
145,LTREB,8/3/2021,BG,5,FILA,26,NA,NA,NA,
146,LTREB,8/3/2021,BN,2,FILA,26.5,0.708799594,0.691697191,7.095221494,
147,LTREB,8/3/2021,BN,4,FILA,33.5,NA,NA,NA,
148,LTREB,8/3/2021,BN,5,FILA,23.5,79.8764774,281.1821137,542.2245596,
52,LTREB,8/17/2021,WS,1,FILA,27.625,NA,NA,NA,
53,LTREB,8/17/2021,WS,2,FILA,12.25,NA,NA,NA,
54,LTREB,8/17/2021,WS,3,FILA,33.625,NA,NA,NA,
55,LTREB,8/17/2021,WS,4,FILA,39,NA,NA,NA,
56,LTREB,8/17/2021,WS,5,FILA,26,15.33371077,91.0500342,135.489002,
57,LTREB,8/17/2021,DL,1,FILA,9.375,NA,NA,NA,
58,LTREB,8/17/2021,DL,2,FILA,20.625,NA,NA,NA,
59,LTREB,8/17/2021,DL,3,FILA,21,NA,NA,NA,
60,LTREB,8/17/2021,DL,4,FILA,36.125,NA,NA,NA,
61,LTREB,8/17/2021,DL,5,FILA,37.625,NA,NA,NA,
62,LTREB,8/17/2021,GR,1,FILA,25.75,NA,NA,NA,
63,LTREB,8/17/2021,GR,2,FILA,36.7,NA,NA,NA,
64,LTREB,8/17/2021,GR,3,FILA,11.5,NA,NA,NA,
65,LTREB,8/17/2021,GR,4,FILA,25.25,NA,NA,NA,
66,LTREB,8/17/2021,GR,5,FILA,17.125,NA,NA,NA,
67,LTREB,8/17/2021,GC,1,FILA,22.86,NA,NA,NA,
68,LTREB,8/17/2021,GC,2,FILA,35.8775,23.8700292,46.7672986,49.76307763,
69,LTREB,8/17/2021,GC,3,FILA,37.7825,100.3361917,377.3742898,184.4008887,
70,LTREB,8/17/2021,GC,4,FILA,33.81375,75.2285633,518.1931752,169.0877763,
71,LTREB,8/17/2021,GC,5,FILA,46.355,98.86958211,308.0863508,248.181039,
72,LTREB,8/17/2021,GC,6,FILA,45.72,107.6248161,760.9707586,176.5375413,
73,LTREB,8/17/2021,GC,7,FILA,47.625,108.811184,318.9116476,329.0551103,
74,LTREB,8/17/2021,BG,1,FILA,30.95625,64.54347564,360.5794958,205.7980385,
75,LTREB,8/17/2021,BG,2,FILA,31.4325,9.222266324,42.80729132,37.95232922,
76,LTREB,8/17/2021,BG,3,FILA,37.94125,109.2928766,238.619216,203.9654677,
77,LTREB,8/17/2021,BG,4,FILA,37.94125,49.54304655,178.166591,211.0186902,
78,LTREB,8/17/2021,BG,5,FILA,37.94125,103.7676628,148.7451606,256.1166429,
79,LTREB,8/17/2021,BG,6,FILA,41.43375,24.26621557,46.95370804,82.56330584,
80,LTREB,8/17/2021,BG,7,FILA,24.765,28.14274634,67.37053949,87.53125164,
81,DRONE,9/9/2021,GC,1,FILA,18.75,40.8181783,148.6884564,233.8427468,
82,DRONE,9/9/2021,GC,2,FILA,30,10.6019777,44.43427812,28.46897043,
83,DRONE,9/9/2021,GC,3,FILA,34.5,80.13191726,593.4841897,287.4529858,
84,DRONE,9/9/2021,GC,4,FILA,41.75,130.6292705,1443.260101,373.5055518,
85,DRONE,9/9/2021,GC,5,FILA,47.75,63.15682085,435.1140591,180.5501335,
86,DRONE,9/9/2021,GC,6,FILA,20.5,64.13313485,263.0141433,302.325793,
87,DRONE,9/9/2021,GC,7,FILA,31.25,12.03408959,111.0252212,52.63410387,
88,DRONE,9/9/2021,GC,8,FILA,34.875,212.6810384,460.6407227,359.3093416,
89,DRONE,9/9/2021,GC,9,FILA,37.75,99.27333899,675.9022745,87.98016796,
90,DRONE,9/9/2021,GC,10,FILA,45,63.80790698,1486.569615,134.7090062,
91,DRONE,9/9/2021,GC,11,FILA,22,24.36987933,170.4892787,95.61667113,
92,DRONE,9/9/2021,GC,12,FILA,31.375,25.7416153,219.3851762,199.0617197,
93,DRONE,9/9/2021,GC,13,FILA,35.75,104.3553902,260.0067069,232.9633659,
94,DRONE,9/9/2021,GC,14,FILA,35.75,103.4199357,1013.955817,420.4354998,
95,DRONE,9/9/2021,GC,15,FILA,42.75,72.31873961,1658.981012,265.4775351,
96,DRONE,9/9/2021,GC,16,FILA,23.875,13.6307145,106.9752885,21.043517,
97,DRONE,9/9/2021,GC,17,FILA,31.75,41.29186204,230.0080854,121.7001381,
98,DRONE,9/9/2021,GC,18,FILA,33.75,112.7875099,1745.074049,340.6974641,
99,DRONE,9/9/2021,GC,19,FILA,44.375,106.5276181,2085.907897,428.6097957,
100,DRONE,9/9/2021,GC,20,FILA,36.25,71.83526096,202.2129028,81.50127111,
495,DRONE,9/9/2021,GC,12.1,FILA,NA,4.490938535,31.41515519,17.67265879,
300,LTREB,9/22/2021,DL,1,FILA,16,NA,NA,NA,
301,LTREB,9/22/2021,DL,2,FILA,13.875,NA,NA,NA,
302,LTREB,9/22/2021,DL,3,FILA,24.25,NA,NA,NA,
303,LTREB,9/22/2021,DL,4,FILA,27.375,NA,NA,NA,
304,LTREB,9/22/2021,DL,5,FILA,22,NA,NA,NA,
305,LTREB,9/22/2021,GR,1,FILA,29.5,NA,NA,NA,
306,LTREB,9/22/2021,GR,2,FILA,31.5,9.587124273,21.52980734,46.41121752,
307,LTREB,9/22/2021,GR,3,FILA,35.375,0.588523661,4.352441436,6.185681166,
308,LTREB,9/22/2021,GR,4,FILA,21.25,NA,NA,NA,
309,LTREB,9/22/2021,GR,5,FILA,11.75,2.335766746,6.962091851,11.2255098,
310,LTREB,9/22/2021,BG,1,FILA,8.75,NA,NA,NA,
311,LTREB,9/22/2021,BG,2,FILA,12.5,NA,NA,NA,
312,LTREB,9/22/2021,BG,3,FILA,26.5,8.69186686,36.88151375,47.27273719,
313,LTREB,9/22/2021,BG,4,FILA,29.25,NA,NA,NA,
314,LTREB,9/22/2021,BG,5,FILA,29,NA,NA,NA,
315,LTREB,9/22/2021,BN,1,FILA,33.25,4.58192352,37.25458392,24.97491816,
316,LTREB,9/22/2021,BN,2,FILA,34.5,5.544579244,33.95002523,22.47408538,
317,LTREB,9/22/2021,BN,3,FILA,34,5.749970587,68.2060931,28.71591393,
318,LTREB,9/22/2021,BN,4,FILA,29.25,0.754780355,70.11258409,63.96658721,
319,LTREB,9/22/2021,BN,5,FILA,30.25,20.65065452,76.71712277,NA,
497,LTREB,9/22/2021,NA,2,FILA,NA,NA,NA,NA,
320,LTREB,10/13/2021,DL,1,FILA,18.5,NA,NA,NA,
321,LTREB,10/13/2021,DL,2,FILA,16,NA,NA,NA,
322,LTREB,10/13/2021,DL,3,FILA,12.5,NA,NA,NA,
323,LTREB,10/13/2021,DL,4,FILA,21,NA,NA,NA,
324,LTREB,10/13/2021,DL,5,FILA,17.75,NA,NA,NA,
325,LTREB,10/13/2021,GR,1,FILA,30.25,NA,NA,NA,
326,LTREB,10/13/2021,GR,2,FILA,33.5,18.17850514,28.73189569,76.3340827,
327,LTREB,10/13/2021,GR,3,FILA,36.5,NA,NA,NA,
328,LTREB,10/13/2021,GR,4,FILA,34.5,20.79396861,129.7961789,132.5932678,
329,LTREB,10/13/2021,GR,5,FILA,27.25,NA,NA,NA,
330,LTREB,10/13/2021,GC,1,FILA,18.75,NA,NA,NA,
331,LTREB,10/13/2021,GC,2,FILA,32.25,NA,NA,NA,
332,LTREB,10/13/2021,GC,3,FILA,45,31.0008533,292.3303604,103.1483947,
333,LTREB,10/13/2021,GC,4,FILA,37,5.394507654,14.92067444,17.16958954,
334,LTREB,10/13/2021,GC,5,FILA,58,6.39723884,4.094452694,15.93032965,
335,LTREB,10/13/2021,BN,1,FILA,29.75,2.951472808,44.97320826,26.06435105,
336,LTREB,10/13/2021,BN,2,FILA,35.25,NA,NA,NA,
337,LTREB,10/13/2021,BN,3,FILA,38.5,NA,NA,NA,
338,LTREB,10/13/2021,BN,4,FILA,36,20.1395211,39.88032036,89.21363252,
339,LTREB,10/13/2021,BN,5,FILA,40,3.53887016,3.933416536,9.961944578,
