"SampleID","Date","Al","Alr","As","B","Br","Ba","Be","Car","Cd","Co","Cr","Cu","Fe","Fer","Fer.1","Kr","Lir","Mgr","Mn","Mnr","Mo","Nar","Ni","P","Pb","S","Sr","S.1","Sb","Se","Si","Sir","Sir.1","Sn","Srr","Ti","Tl","Zn","Znr","SAMPLING_DATE","SITE","SAMPLE_DESCRIPTOR","FIELD.REP","DIGEST_DATE","OES_DATE","ICP_NUMBER","LAB.DUPLICATE","LAB.SPIKE","ICP.DUPLICATE","ICP.SPIKE","DRY_MASS"
"S IPC","11/17/2021",0.021,0.025,0,0.002,0.002,0.002,0.001,0.101,0.001,0.002,0.001,0.004,0.021,0.025,0.025,0.004,0.002,0.012,0.006,0.008,0.002,0.004,-0.001,-0.015,-0.01,26.57,26.62,26.52,0.001,0,0.016,0.019,0.021,0.001,0.002,0.002,0,0.003,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cal blank","11/17/2021",0.007,0.012,0,-0.001,-0.002,0,0,0.028,0,0,0,0.001,0.005,0.006,0.007,0,0,0.004,0.001,0.002,0,-0.001,0,-0.003,-0.001,0.004,0.049,0.016,-0.001,0,0.001,-0.001,0.003,0,0,0,-0.001,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","11/17/2021",24.28,29.71,0.455,0.057,0.031,-0.003,-0.03,30.11,0.076,0.085,0.175,4.773,27.13,29.61,29.7,0.006,0.001,14.77,4.675,5.043,0.002,0.003,0.171,4.299,0.844,11.66,13.29,11.38,0,0.098,0.02,0.021,0.013,-0.001,0.001,0,-0.011,4.354,4.557,NA,"MFB","METHOD FORTIFIED BLANK",NA,"15-Nov-21","11/17/2021","3",NA,NA,NA,NA,NA
"4","11/17/2021",NA,289.5,0.299,-0.052,-0.053,0.851,-0.042,105.5,0.005,0.1,0.358,0.375,158.8,289.7,308.4,19.97,0.42,105.5,5.654,6.457,0.087,6.262,0.328,9.793,0.401,4.809,5.677,4.744,-0.035,-0.037,6.34,7.271,7.378,0.019,1.06,11.46,-0.003,1.482,1.662,NA,"SRM","STSD2",NA,"15-Nov-21","11/17/2021","4",NA,NA,NA,NA,NA
"5","11/17/2021",NA,317.6,0.322,-0.117,-0.092,0.913,-0.045,113.2,0.006,0.109,0.388,0.402,161.4,309.9,332.2,21.95,0.466,114.1,6.098,6.986,0.094,6.958,0.354,10.54,0.429,5.184,6.07,5.135,-0.038,-0.057,7.988,9.231,9.21,0.023,1.158,12.31,0.004,1.59,1.782,NA,"SRM","STSD2",NA,"15-Nov-21","11/17/2021","5",NA,NA,NA,NA,NA
"6","11/17/2021",NA,387,0.385,-0.256,-0.177,1.107,-0.058,140.3,0.006,0.128,0.473,0.507,178.7,369.3,403.3,27.31,0.572,136.5,7.179,8.386,0.112,8.509,0.425,12.51,0.5,6.067,7.353,6.074,-0.046,-0.08,9.127,10.28,10.33,0.028,1.4,15.09,0,1.926,2.086,NA,"SRM","STSD2",NA,"15-Nov-21","11/17/2021","6",NA,NA,NA,NA,NA
"7","11/17/2021",0.333,0.572,-0.007,0.001,-0.001,0.001,0,0.206,0.001,0,0,0.004,0.48,0.602,0.6,0.035,0,0.196,0.009,0.012,0,0.013,-0.002,0.029,0.001,0.006,0.065,0.018,0,0.007,0.033,0.041,0.044,-0.002,0.002,0.02,-0.004,0.003,0.004,NA,"BLANK","DIGEST BLANK",1,"15-Nov-21","11/17/2021","7",NA,NA,NA,NA,NA
"8","11/17/2021",0.048,0.083,-0.003,-0.001,-0.002,0,0,0.038,0.001,0,0,0.003,0.071,0.089,0.089,-0.006,-0.001,0.03,0.001,0.002,0,0.002,-0.002,0.024,-0.001,0.002,0.059,0.015,0.001,0.005,0.021,0.025,0.024,-0.002,0,0.003,-0.003,0.004,0.004,NA,"BLANK","DIGEST BLANK",2,"15-Nov-21","11/17/2021","8",NA,NA,NA,NA,NA
"9","11/17/2021",0.019,0.028,-0.003,-0.001,-0.003,0,0,0.017,0.001,0,0,0.003,0.02,0.025,0.024,-0.006,-0.001,0.009,0,0,0,0.001,-0.003,0.02,0,0.007,0.077,0.01,-0.001,0.006,0.018,0.021,0.026,-0.002,0,0.001,-0.005,0,0.001,NA,"BLANK","DIGEST BLANK",3,"15-Nov-21","11/17/2021","9",NA,NA,NA,NA,NA
"10","11/17/2021",0.009,0.015,-0.003,-0.001,-0.003,0,0,0.013,0.001,0,0,0.002,0.006,0.008,0.008,-0.008,-0.001,0.003,0,0,0,0,-0.003,0.014,-0.001,0.006,0.05,0.011,0,0.008,0.017,0.021,0.026,-0.002,0,0.001,-0.004,0,0,NA,"BLANK","DIGEST BLANK",4,"15-Nov-21","11/17/2021","10",NA,NA,NA,NA,NA
"Lblank","11/17/2021",0.221,0.245,-0.001,-0.001,-0.002,0.003,-0.001,1.365,0,0.001,0,0.009,0.354,0.393,0.392,0.131,0,0.127,0.042,0.048,0,0.011,0,0.033,0.001,0.121,0.197,0.133,0,-0.003,0.011,0.012,0.015,-0.001,0.003,0.009,-0.002,0.013,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","11/17/2021",2.105,2.081,2.07,2.033,2.086,2.077,2.103,2.282,1.816,2.092,1.978,2.026,2.161,2.122,2.099,2.185,2.018,2.001,2.046,2.09,2.178,2.348,2.068,2.054,2.052,0.106,0.135,0.066,2.12,2.034,8.903,8.914,8.976,1.925,1.796,2.107,1.994,2.041,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","11/17/2021",0.016,0.018,0,0,0,0.002,0.001,0.113,0.001,0.001,0.001,0.003,0.024,0.027,0.028,0.013,0.002,0.011,0.004,0.005,0.001,0.007,-0.001,-0.009,-0.01,26.8,26.86,26.77,0.001,0.004,0.015,0.017,0.021,0.001,0.002,0.002,0,0.003,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lblank","11/17/2021",0.179,0.235,-0.002,0,-0.001,0.003,-0.001,0.768,0,0,0,0.009,0.309,0.4,0.4,0.254,0,0.122,0.044,0.057,0,0.023,0,0.037,0.002,0.179,0.29,0.179,-0.001,0.002,0.011,0.015,0.017,0,0.002,0.008,-0.003,0.015,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","11/17/2021",2.158,2.079,2.079,2.054,2.081,2.1,2.126,2.269,1.824,2.092,1.967,2.046,2.205,2.148,2.125,2.292,2.004,2,2.076,2.102,2.176,2.363,2.07,2.111,2.049,0.148,0.205,0.105,2.098,2.045,8.853,8.929,9.081,1.928,1.783,2.123,2.002,2.057,2.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","11/17/2021",0.021,0.028,0.003,0.001,0.001,0.002,0.001,0.108,0.001,0.002,0.002,0.003,0.038,0.042,0.042,0.06,0.002,0.015,0.007,0.009,0.002,0.015,-0.001,-0.011,-0.009,27.45,27.35,27.27,0.002,0.002,0.017,0.019,0.024,0.001,0.002,0.003,-0.002,0.004,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lblank","11/17/2021",0.157,0.203,-0.001,0.079,0.085,0.011,-0.001,0.474,0,0,0,0.007,0.258,0.325,0.325,0.153,0,0.103,0.033,0.043,0,0.054,0,0.017,0,0.092,0.151,0.096,-0.001,0.002,0.01,0.013,0.013,0,0.001,0.007,-0.003,0.02,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","11/17/2021",2.145,2.02,2.07,2.133,2.112,2.091,2.116,2.082,1.82,2.082,1.968,2.076,2.145,2.07,2.054,2.21,1.965,1.948,2.059,2.048,2.163,2.35,2.057,2.082,2.052,0.102,0.134,0.059,2.105,2.029,8.897,8.765,9.131,1.923,1.812,2.129,1.987,2.047,1.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","11/17/2021",0.014,0.016,0,0.044,0.051,0.004,0.001,0.036,0.001,0.001,0.001,0.002,0.02,0.021,0.02,0.052,0.001,0.008,0.004,0.004,0.002,0.029,-0.001,-0.011,-0.009,26.36,27,26.4,0.001,0.001,0.014,0.018,0.016,0.002,0.001,0.002,-0.001,0.005,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lblank","11/17/2021",0.168,0.242,-0.001,0.092,0.1,0.015,-0.001,0.537,0,0,0,0.008,0.22,0.301,0.3,0.205,0,0.148,0.058,0.081,0,0.071,0.001,0.03,0.001,0.09,0.178,0.095,-0.001,0.001,0.011,0.012,0.019,0,0.001,0.006,-0.002,0.021,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","11/17/2021",2.128,2.049,2.084,2.13,2.156,2.101,2.12,2.176,1.81,2.076,1.96,2.052,2.157,2.1,2.085,2.265,1.986,1.983,2.07,2.084,2.176,2.38,2.063,2.1,2.048,0.108,0.143,0.075,2.097,2.05,8.839,8.87,9.118,1.922,1.816,2.122,1.997,2.052,2.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","11/17/2021",0.013,0.018,-0.001,0.053,0.075,0.004,0.001,0.053,0.001,0.001,0.001,0.002,0.02,0.021,0.021,0.062,0.001,0.01,0.006,0.007,0.002,0.037,-0.001,-0.015,-0.01,26.94,28.3,27.1,0.001,0.002,0.016,0.02,0.022,0.001,0.002,0.002,-0.001,0.006,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lblank","11/17/2021",0.094,0.105,0.001,0.105,0.119,0.027,-0.001,0.647,0,0,0,0.005,0.083,0.101,0.101,0.095,0,0.041,0.017,0.018,0,0.102,0,0.006,0,0.037,0.083,0.04,-0.001,0.003,0.009,0.009,0.015,0,0.002,0.002,-0.001,0.033,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","11/17/2021",2.136,2.039,2.11,2.154,2.16,2.13,2.14,2.299,1.85,2.131,2.012,2.079,2.179,2.129,2.111,2.254,1.946,1.986,2.092,2.117,2.216,2.389,2.108,2.119,2.101,0.106,0.147,0.07,2.147,2.078,9.066,9.056,9.218,1.97,1.786,2.155,2.033,2.113,2.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","11/17/2021",0.008,0.009,0,0.047,0.05,0.004,0.001,0.053,0.001,0.001,0.001,0.002,0.009,0.01,0.01,0.051,0.001,0.005,0.003,0.003,0.002,0.037,-0.001,-0.015,-0.011,27.22,27.53,27.21,0,0,0.014,0.017,0.02,0.001,0.001,0.001,0,0.006,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lblank","11/17/2021",0.062,0.081,-0.001,0.114,0.137,0.046,0,0.268,0,0,0,0.005,0.053,0.061,0.063,0.098,0,0.028,0.011,0.013,0,0.13,0.001,-0.001,0,0.024,0.086,0.035,-0.001,-0.002,0.008,0.007,0.014,-0.001,0.001,0.001,-0.002,0.045,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","11/17/2021",2.119,1.996,2.078,2.117,2.108,2.104,2.097,2.094,1.813,2.083,1.972,2.057,2.124,2.043,2.031,2.22,1.953,1.956,2.065,2.058,2.172,2.362,2.057,2.051,2.041,0.093,0.134,0.051,2.102,2.038,8.851,8.803,9.163,1.92,1.797,2.132,2.018,2.061,2.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","11/17/2021",0.005,0.007,0.001,0.041,0.043,0.004,0.001,0.026,0.001,0.001,0.001,0.001,0.006,0.007,0.008,0.046,0.001,0.003,0.002,0.003,0.001,0.035,-0.001,-0.021,-0.01,27.17,27.59,27,0.001,0.002,0.013,0.014,0.017,0.002,0.001,0.001,0,0.005,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lblank","11/17/2021",0.064,0.083,0,0.096,0.111,0.032,-0.001,0.529,0,0,0,0.005,0.061,0.075,0.075,0.075,0,0.034,0.068,0.074,-0.001,0.113,0,0.004,0.001,0.039,0.072,0.039,-0.001,0.001,0.007,0.009,0.012,0,0.001,0.001,-0.001,0.036,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","11/17/2021",2.111,2.058,2.089,2.115,2.166,2.099,2.134,2.131,1.833,2.118,2.007,2.063,2.155,2.073,2.058,2.274,2.076,1.997,2.072,2.103,2.198,2.451,2.086,2.02,2.074,0.1,0.15,0.055,2.136,2.044,8.911,8.979,9.162,1.941,1.811,2.134,2.028,2.099,1.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","11/17/2021",0.006,0.008,0,0.038,0.042,0.004,0.001,0.048,0.001,0.001,0.001,0.002,0.007,0.009,0.009,0.043,0.002,0.004,0.007,0.008,0.002,0.035,-0.001,-0.015,-0.01,26.85,27.46,26.87,0.002,0.001,0.014,0.018,0.022,0.001,0.002,0.002,0,0.006,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lblank","11/17/2021",0.077,0.109,-0.002,0.117,0.141,0.044,-0.001,0.573,0,0,0,0.005,0.082,0.096,0.095,0.098,0,0.043,0.012,0.018,0,0.14,0.001,0.004,0.001,0.037,0.095,0.041,-0.001,-0.001,0.007,0.008,0.01,0,0.002,0.002,-0.002,0.046,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","11/17/2021",2.092,2.029,2.055,2.107,2.142,2.087,2.103,2.098,1.806,2.07,1.959,2.025,2.111,2.046,2.034,2.261,2.016,1.96,2.047,2.063,2.153,2.427,2.043,1.973,2.036,0.092,0.114,0.053,2.119,2.018,8.887,8.848,8.995,1.906,1.766,2.106,1.996,2.031,1.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","11/17/2021",0.007,0.009,0,0.046,0.051,0.004,0.001,0.036,0.001,0.001,0.001,0.002,0.008,0.009,0.009,0.048,0.001,0.004,0.003,0.003,0.002,0.041,0,-0.01,-0.01,26.66,27.61,26.82,0.001,0.001,0.014,0.016,0.016,0.001,0.001,0.001,0,0.006,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lblank","11/17/2021",0.051,0.082,-0.001,0.128,0.169,0.034,0,0.304,0,0,0,0.003,0.047,0.067,0.068,0.094,0,0.029,0.009,0.013,0,0.13,0.001,0.004,0,0.02,0.095,0.03,-0.001,0.001,0.006,0.008,0.009,0,0.001,0.001,-0.001,0.035,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","11/17/2021",0.006,0.011,0,0.052,0.058,0.004,0.001,0.023,0.001,0.001,0.001,0.001,0.007,0.007,0.007,0.043,0.001,0.004,0.002,0.003,0.002,0.042,0,-0.015,-0.009,26.3,27.34,26.49,0.002,0,0.013,0.014,0.022,0.002,0.001,0.001,0,0.006,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lblank","11/17/2021",0.007,0.01,-0.002,0.031,0.033,0.001,0,0.013,0,0,0,0.001,0.009,0.011,0.011,0.023,0,0.004,0.001,0.001,0,0.025,0.001,0,0,0.006,0.05,0.008,-0.001,-0.001,0.003,0.001,0.008,0,0,0,0,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","11/17/2021",2.024,2.013,2.026,2.053,2.105,2.076,2.087,1.998,1.778,2.068,1.95,1.998,2.093,2.036,2.021,2.205,2.037,1.954,2.029,2.059,2.146,2.409,2.041,1.876,2.014,0.078,0.088,0.052,2.083,1.994,8.76,8.847,8.956,1.893,1.764,2.085,1.993,2.011,1.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","11/17/2021",0.003,0.005,-0.001,0.029,0.031,0.002,0.002,0.008,0.001,0.002,0.002,0.002,0.004,0.004,0.005,0.022,0.002,0.003,0.002,0.003,0.002,0.026,0,-0.018,-0.009,26.17,27.12,26.42,0.002,0.001,0.015,0.018,0.021,0.002,0.002,0.002,0,0.003,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lblank","12/2/2021",0,-0.001,0.002,-0.001,-0.002,0,0,-0.003,0,0,0,0,0.001,0,0.001,-0.005,0,-0.001,0,0,0,-0.002,0,-0.011,-0.001,-0.002,-0.008,-0.001,0.001,0,0.003,0.005,0.006,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCV","12/2/2021",1.939,1.939,2.036,0.203,0.202,0.2,0.204,2.004,0.342,0.384,0.99,0.392,2.004,1.984,1.988,4.02,1.014,1.99,0.395,0.404,2.018,2.05,0.386,2.067,1.953,0.026,-0.009,-0.005,1.047,1.014,2.054,2.078,2.068,0.788,0.195,2.053,0.996,0.957,0.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/2/2021",2.015,1.949,2.018,1.974,1.989,2.039,2.058,1.974,1.765,1.997,1.928,1.961,2.016,1.985,1.961,2.089,1.955,1.901,1.992,2.004,2.108,2.25,1.99,2.1,1.993,0.064,0.064,0.032,2.086,2,8.737,8.665,8.906,1.848,1.684,2.042,1.949,1.926,1.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/2/2021",0.001,0.002,0.003,0.002,0.002,0.001,0.001,-0.004,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.003,0.002,0.002,0.001,0.002,0.003,0.002,-0.001,-0.007,-0.009,26.06,26.38,26.06,0.002,0.001,0.015,0.02,0.017,0,0.002,0.002,0,0.001,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lblank","12/2/2021",0,0,0,-0.001,-0.002,0,0,-0.004,0,0,0,0,0.001,0,0,-0.003,0,0,0,0,0,-0.002,0,0,0,0.007,0.019,0.002,0,0.002,0.003,0.005,0.006,-0.001,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCV","12/2/2021",2,1.916,2.019,0.202,0.204,0.198,0.201,1.977,0.34,0.381,0.981,0.389,1.991,1.961,1.956,3.954,0.999,1.965,0.392,0.403,2.003,2.019,0.386,1.979,1.944,0.023,0.016,0.001,1.038,1.004,2.03,2.069,2.077,0.778,0.193,2.047,0.988,0.951,0.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/2/2021",2.078,1.983,2.003,1.988,2.024,2.039,2.055,1.987,1.752,1.993,1.929,1.98,2.022,2.008,1.986,2.118,2.021,1.93,1.982,2.029,2.097,2.303,1.985,1.985,1.97,0.067,0.046,0.025,2.061,1.979,8.489,8.778,8.948,1.834,1.741,2.039,1.931,1.958,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/2/2021",0.002,0.002,0.002,0.002,0.003,0.002,0.002,-0.003,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.005,0.003,0.002,0.002,0.002,0.003,0.003,-0.001,-0.017,-0.008,25.94,26.27,25.84,0.002,0,0.015,0.021,0.017,0.002,0.002,0.002,0.002,0.001,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LFB","12/2/2021",29.31,30.84,0.511,0.038,0.021,-0.003,-0.031,31.29,0.086,0.09,0.18,4.918,28.04,30.55,30.55,0.016,0.002,15.38,4.851,5.189,0.002,0.001,0.178,5.008,0.974,13.57,13.68,13.28,-0.002,0.101,0.005,0.005,-0.003,0,0,0,-0.005,4.513,4.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","12/2/2021",0.081,0.111,-0.001,0.01,0.011,0.002,-0.001,1.259,0.001,-0.001,-0.001,0.005,0.104,0.124,0.123,0.236,-0.001,0.058,0.046,0.051,0,0.017,-0.003,0.034,0.002,0.152,0.223,0.145,0.002,0.007,0.021,0.029,0.028,-0.002,0.003,0.004,-0.003,0.006,0.008,"NA","BLANK","DIGEST BLANK",3,"22-Nov-21","12/2/2021","8",NA,NA,NA,NA,NA
"Lblank","12/2/2021",0.105,0.131,0,0.064,0.08,0.038,0,0.498,0,0,0,0.006,0.1,0.122,0.123,0.099,0,0.05,0.019,0.023,0,0.106,0,0.013,0.001,0.063,0.094,0.069,-0.001,-0.001,0.015,0.018,0.017,-0.001,0.002,0.002,-0.003,0.038,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/2/2021",2.068,2.036,2.032,2.04,2.089,2.074,2.044,2.091,1.782,2.014,1.948,2.008,2.058,2.051,2.033,2.226,2.061,1.967,2.028,2.069,2.126,2.37,2.012,2.102,2.001,0.107,0.107,0.071,2.047,2.013,8.788,8.935,9.076,1.871,1.758,2.072,1.947,1.98,1.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/2/2021",0.01,0.009,-0.001,0.015,0.018,0.004,0.001,0.059,0.001,0.001,0,0.002,0.011,0.011,0.01,0.024,0.002,0.005,0.003,0.004,0.002,0.013,-0.001,-0.017,-0.008,25.93,26.51,26.04,0.001,0,0.015,0.019,0.015,0.001,0.002,0.001,0,0.004,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","12/2/2021",NA,302.2,0.306,-0.148,-0.041,0.924,-0.049,111,0.005,0.102,0.375,0.386,161.4,303.2,323.6,21.24,0.45,109.6,5.882,6.712,0.093,6.665,0.337,10.35,0.413,4.69,5.848,4.892,-0.041,-0.071,11.45,13.21,13.23,0.022,1.099,11.99,-0.007,1.539,1.731,"NA","SRM","STSD2",2,"22-Nov-21","12/2/2021","15",NA,NA,NA,NA,0.469
"Lblank","12/2/2021",0.087,0.109,-0.001,0.156,0.178,0.044,0,0.299,0,0,0,0.005,0.081,0.099,0.098,0.094,0,0.039,0.011,0.014,0,0.14,0,0.006,0.001,0.03,0.052,0.023,-0.001,-0.001,0.011,0.012,0.017,-0.001,0.001,0.002,0,0.045,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/2/2021",2.045,2.006,2.046,2.105,2.144,2.074,2.055,2.071,1.78,2.008,1.936,1.996,2.059,2.038,2.023,2.242,2.009,1.943,2.036,2.05,2.119,2.395,2.007,2.036,1.991,0.082,0.053,0.045,2.097,2.021,8.659,8.846,8.931,1.865,1.769,2.08,1.959,1.986,2.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/2/2021",0.007,0.004,-0.002,0.066,0.071,0.005,0.001,0.02,0.001,0.001,0,0.001,0.007,0.008,0.008,0.031,0.002,0.003,0.002,0.002,0.002,0.033,-0.002,-0.019,-0.01,26.17,26.86,26.26,0.002,0,0.015,0.018,0.014,0.001,0.001,0.001,0,0.007,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","12/2/2021",25.38,29.77,0.456,0.173,0.206,0.052,-0.03,30.41,0.076,0.084,0.18,4.815,26.9,29.69,29.65,0.093,0,14.7,4.751,5.05,0.001,0.158,0.164,4.325,0.839,11.12,13.29,10.94,-0.002,0.093,0.013,0.019,0.012,-0.002,0.001,0,-0.008,4.259,4.562,"NA","MFB","METHOD FORTIFIED BLANK",1,"22-Nov-21","12/2/2021","23",NA,NA,NA,NA,NA
"29","12/2/2021",0.033,0.049,-0.002,0.081,0.104,0.009,-0.001,0.547,0.001,0,-0.001,0.002,0.05,0.068,0.067,0.132,0,0.028,0.015,0.02,0,0.057,-0.002,0.018,0.001,0.046,0.08,0.045,0.002,0.004,0.014,0.017,0.016,-0.002,0.001,0.002,-0.003,0.009,0.012,"NA","BLANK","DIGEST BLANK",2,"22-Nov-21","12/2/2021","29",NA,NA,NA,NA,NA
"Lblank","12/2/2021",0.067,0.078,0,0.047,0.047,0.004,-0.001,0.74,0,0,0,0.004,0.081,0.098,0.099,0.148,0,0.043,0.023,0.027,0,0.03,-0.001,0.014,0.001,0.097,0.132,0.091,0,0.001,0.009,0.011,0.008,-0.002,0.001,0.002,-0.001,0.01,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/2/2021",2.114,1.998,2.037,2.075,2.091,2.059,2.05,2.063,1.785,2.007,1.931,2.022,2.045,2.028,2.014,2.239,2.027,1.938,2.03,2.045,2.114,2.387,2.006,1.98,2.009,0.091,0.077,0.059,2.093,2.021,8.774,8.858,9.068,1.872,1.742,2.076,1.951,1.94,1.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/2/2021",0.005,0.003,0.002,0.036,0.039,0.003,0.001,0.021,0.001,0.001,0,0.001,0.005,0.005,0.005,0.033,0.001,0.002,0.002,0.002,0.002,0.025,-0.002,-0.013,-0.01,26.13,26.89,26.2,0.001,0,0.013,0.018,0.016,0.001,0.001,0.001,0.001,0.003,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","12/2/2021",0.032,0.053,-0.006,0.074,0.112,0.04,0,0.148,0.001,0,0,0.002,0.022,0.03,0.029,0.106,0,0.011,0.005,0.007,0,0.129,-0.002,0.012,0.001,0.024,0.036,0.027,0.001,0.006,0.015,0.021,0.02,-0.002,0.001,0.001,-0.003,0.029,0.044,"NA","BLANK","DIGEST BLANK",1,"22-Nov-21","12/2/2021","36",NA,NA,NA,NA,NA
