"SampleID","Date","Al","Alr","As","B","Br","Ba","Be","Car","Cd","Co","Cr","Cu","Fe","Fer","Fer.1","Kr","Lir","Mgr","Mn","Mnr","Mo","Nar","Ni","P","Pb","S","Sr","S.1","Sb","Se","Si","Sir","Sir.1","Sn","Srr","Ti","Tl","Zn","Znr","SAMPLING_DATE","SITE","SAMPLE_DESCRIPTOR","FIELD.REP","DIGEST_DATE","OES_DATE","ICP_NUMBER","LAB.DUPLICATE","LAB.SPIKE","ICP.DUPLICATE","ICP.SPIKE","DRY_MASS"
"Lblank","12/2/2021",0.103,0.139,0,0.099,0.104,0.018,-0.001,1.426,0,0,0,0.005,0.124,0.168,0.166,0.148,0,0.071,0.036,0.047,0,0.063,-0.001,0.013,0,0.082,0.106,0.079,-0.001,-0.001,0.01,0.013,0.006,0,0.003,0.003,-0.001,0.023,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/2/2021",2.058,1.978,2.035,2.083,2.087,2.064,2.081,2.143,1.775,2.004,1.932,1.981,2.052,2.021,1.999,2.256,1.944,1.91,2.03,2.032,2.117,2.374,2.001,1.923,1.992,0.093,0.134,0.063,2.036,2.021,8.659,8.737,8.975,1.865,1.707,2.058,1.945,1.966,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/2/2021",0.006,0.006,0,0.055,0.062,0.003,0.001,0.042,0.001,0.001,0.001,0.001,0.008,0.008,0.008,0.042,0.001,0.003,0.003,0.003,0.002,0.034,-0.002,-0.02,-0.01,25.85,26.74,26.04,0.001,-0.001,0.014,0.017,0.017,0,0.001,0.001,0.001,0.005,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","12/2/2021",25.51,30.19,0.455,0.175,0.202,0.049,-0.031,30.78,0.077,0.084,0.179,4.829,27.09,30.01,29.97,0.116,0.001,14.86,4.745,5.122,0.001,0.164,0.165,4.101,0.841,10.89,13.16,10.83,-0.001,0.094,0.013,0.016,0.009,-0.003,0.001,0.001,-0.008,4.287,4.611,"NA","MFB","METHOD FORTIFIED BLANK",2,"22-Nov-21","12/2/2021","43",NA,NA,NA,NA,NA
"50","12/2/2021",NA,375.9,0.373,-0.273,-0.078,1.127,-0.06,135,0.006,0.125,0.453,0.475,176,360.6,390.2,25.89,0.562,134.3,7.078,8.171,0.111,7.951,0.408,11.97,0.502,5.547,7.206,5.921,-0.047,-0.105,11.83,13.56,13.62,0.03,1.37,14.11,-0.006,1.857,2.128,"NA","SRM","STSD2",1,"22-Nov-21","12/2/2021","50",NA,NA,NA,NA,0.5864
"Lblank","12/2/2021",0.167,0.19,0,0.059,0.058,0.011,-0.001,1.456,0,0,0,0.006,0.187,0.217,0.214,0.1,0,0.086,0.035,0.042,0,0.033,-0.001,0.017,0,0.066,0.09,0.059,-0.001,0.002,0.016,0.022,0.015,0,0.003,0.005,0,0.017,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/2/2021",2.101,2.01,2.055,2.074,2.083,2.092,2.068,2.121,1.793,2.031,1.954,2.014,2.089,2.037,2.014,2.276,2.021,1.935,2.03,2.04,2.137,2.403,2.024,1.917,2.012,0.083,0.101,0.055,2.06,2.028,8.671,8.791,8.893,1.886,1.73,2.074,1.969,2.007,1.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/2/2021",0.011,0.01,0,0.042,0.045,0.002,0.001,0.038,0.001,0.001,0,0.001,0.013,0.012,0.013,0.033,0.001,0.004,0.002,0.003,0.002,0.025,-0.002,-0.007,-0.01,26.09,26.67,26.23,0.001,0.001,0.014,0.019,0.015,0,0.001,0.001,0.001,0.003,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","12/2/2021",0.041,0.058,-0.006,0.127,0.173,0.036,0,0.233,0.001,0,-0.001,0.002,0.032,0.044,0.042,0.093,0,0.015,0.009,0.012,0,0.134,-0.003,0.005,0.001,0.01,0.016,0.006,0.001,0.004,0.016,0.023,0.019,-0.003,0.001,0.002,-0.004,0.029,0.04,"NA","BLANK","DIGEST BLANK",4,"22-Nov-21","12/2/2021","58",NA,NA,NA,NA,NA
"Lblank","12/2/2021",0.085,0.095,0.001,0.044,0.044,0.006,-0.001,1.155,0,0,0,0.005,0.092,0.119,0.119,0.083,0,0.053,0.028,0.03,0,0.029,0,0.004,0,0.064,0.077,0.065,-0.001,-0.002,0.009,0.013,0.012,-0.001,0.002,0.002,-0.001,0.012,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/2/2021",2.139,2.024,2.097,2.074,2.099,2.083,2.079,2.188,1.796,2.023,1.948,2.014,2.074,2.061,2.032,2.323,2.041,1.957,2.043,2.065,2.137,2.436,2.025,1.956,2.021,0.09,0.065,0.054,2.138,2.075,8.784,8.93,9.144,1.879,1.764,2.076,1.984,1.98,2.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/2/2021",0.005,0.004,-0.001,0.032,0.035,0.002,0.001,0.04,0.001,0.001,0,0.001,0.007,0.007,0.008,0.036,0.001,0.003,0.002,0.002,0.002,0.028,-0.002,-0.018,-0.011,25.64,26.96,26.02,0,0.001,0.014,0.016,0.016,0.001,0.001,0.001,0.002,0.003,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","12/2/2021",25.87,29.93,0.459,0.116,0.13,0.032,-0.031,31.66,0.077,0.085,0.182,4.907,27.71,30.2,30.17,0.099,0.001,14.83,4.842,5.127,0.001,0.119,0.168,3.946,0.855,10.81,13.24,10.87,0,0.095,0.018,0.024,0.016,-0.003,0.003,0.003,-0.01,4.376,4.681,"NA","MFB","METHOD FORTIFIED BLANK",3,"22-Nov-21","12/2/2021","65",NA,NA,NA,NA,NA
"Lblank","12/2/2021",0.125,0.152,0.002,0.038,0.038,0.005,-0.001,1.162,0,0,0,0.008,0.14,0.169,0.169,0.252,0,0.081,0.049,0.06,0,0.04,0,0.03,0.002,0.229,0.29,0.222,-0.001,0.001,0.016,0.019,0.018,-0.001,0.002,0.003,0,0.017,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/2/2021",2.089,2.042,2.044,2.056,2.1,2.083,2.083,2.291,1.789,2.017,1.942,1.994,2.075,2.066,2.049,2.394,2.068,1.967,2.05,2.073,2.131,2.452,2.014,1.902,2.012,0.134,0.171,0.103,2.066,2.038,8.898,8.909,9.001,1.874,1.746,2.078,1.961,1.959,2.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/2/2021",0.013,0.012,-0.002,0.03,0.032,0.003,0.001,0.125,0.001,0.001,0.001,0.001,0.016,0.016,0.015,0.057,0.001,0.008,0.005,0.006,0.002,0.031,-0.002,-0.016,-0.01,25.64,26.84,26.23,0.001,0.002,0.014,0.019,0.021,0.001,0.001,0.001,0,0.004,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","12/2/2021",NA,305.2,0.309,-0.185,-0.06,0.939,-0.05,114,0.005,0.106,0.384,0.399,163.4,310.1,331.4,21.48,0.461,110.9,5.993,6.823,0.094,6.641,0.348,9.618,0.425,4.576,6.024,4.904,-0.042,-0.07,7.54,8.585,8.714,0.024,1.111,12.15,-0.008,1.569,1.792,"NA","SRM","STSD2",3,"22-Nov-21","12/2/2021","72",NA,NA,NA,NA,0.4883
"Lblank","12/2/2021",0.107,0.116,-0.001,0.023,0.024,0.003,-0.001,1.448,0,0,0,0.005,0.126,0.138,0.137,0.102,0,0.06,0.031,0.035,0,0.027,0,0.012,0.001,0.099,0.158,0.092,-0.001,0,0.013,0.017,0.018,0,0.003,0.004,-0.001,0.012,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/2/2021",2.091,2.023,2.067,2.059,2.064,2.109,2.113,2.382,1.811,2.047,1.973,2.015,2.125,2.074,2.056,2.349,2.023,1.962,2.061,2.066,2.149,2.414,2.041,1.915,2.028,0.146,0.158,0.097,2.07,2.047,8.747,8.89,9.051,1.891,1.777,2.093,1.949,2.034,2.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/2/2021",0.017,0.015,0,0.02,0.021,0.002,0.001,0.178,0.001,0.001,0,0.002,0.021,0.019,0.019,0.047,0.001,0.008,0.006,0.005,0.002,0.023,-0.002,-0.018,-0.01,25.51,26.76,26,0.001,0.002,0.015,0.02,0.017,0.001,0.001,0.002,0.001,0.004,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lblank","12/2/2021",0.059,0.079,0,0.095,0.101,0.016,-0.001,0.541,0,0,0,0.003,0.07,0.092,0.091,0.13,0,0.035,0.013,0.017,0,0.077,-0.001,0.004,0,0.064,0.15,0.058,0.001,-0.001,0.01,0.016,0.013,-0.001,0.001,0.002,0,0.023,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/2/2021",2.056,2.01,2.053,2.096,2.118,2.109,2.082,2.161,1.806,2.047,1.975,1.989,2.096,2.048,2.032,2.396,2.016,1.943,2.041,2.05,2.151,2.474,2.037,1.852,2.024,0.118,0.126,0.084,2.073,2.024,8.728,8.845,9.09,1.888,1.779,2.072,1.966,2.04,2.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/2/2021",0.008,0.007,0.001,0.056,0.062,0.005,0.001,0.048,0.001,0.001,0.001,0.002,0.009,0.009,0.008,0.058,0.002,0.004,0.003,0.003,0.003,0.049,-0.001,-0.014,-0.009,24.62,26.52,25.24,0.002,0.001,0.016,0.021,0.022,0.001,0.002,0.002,0.002,0.008,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lblank","12/2/2021",0.003,0.001,0.001,0.036,0.037,0.001,0,0.022,0,0,0,0,0.005,0.005,0.005,0.038,0,0.007,0,0,0,0.049,0,-0.009,-0.001,0.009,0.007,0.006,-0.001,-0.003,0.008,0.012,0.012,0,0,0,0.001,0.003,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/2/2021",2.09,1.988,2.057,2.078,2.073,2.084,2.082,2.021,1.793,2.028,1.954,2.031,2.062,2.029,2.005,2.276,2.036,1.936,2.047,2.047,2.135,2.407,2.024,1.849,2.019,0.078,0.078,0.043,2.084,2.031,8.786,8.866,9.052,1.874,1.777,2.095,1.946,1.966,2.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/2/2021",0.003,0.004,0.004,0.031,0.033,0.002,0.002,0.006,0.001,0.002,0.001,0.002,0.004,0.004,0.003,0.042,0.003,0.002,0.002,0.003,0.003,0.029,-0.001,-0.009,-0.009,25.2,26.94,25.78,0.002,-0.001,0.016,0.023,0.019,0.001,0.002,0.002,0.002,0.004,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lblank","12/7/2021",0,0.001,0.001,-0.001,-0.003,0,0,-0.003,0,0,0,0,0,-0.001,0,0.004,0,0,-0.001,-0.001,0,0.005,0,-0.011,0.001,0.003,-0.005,-0.012,0,0,0.001,0.002,-0.002,0,0,0,-0.002,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/7/2021",1.95,2.018,2.005,2.009,2.056,2.049,2.042,1.996,1.77,2.013,1.908,2.005,2.014,2.009,1.998,2.164,2.082,1.939,2.019,2.046,2.102,2.374,1.997,1.986,1.99,0.07,0.057,0.036,2.083,1.991,8.636,8.881,8.834,1.851,1.695,2.042,1.984,1.949,1.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCV","12/7/2021",1.918,1.943,2.042,0.209,0.214,0.204,0.205,2.011,0.347,0.391,0.985,0.394,2.012,1.99,1.997,4.064,1,1.989,0.399,0.41,2.022,2.1,0.393,1.97,1.979,0.022,-0.03,-0.013,1.044,1.016,2.029,2.106,2.086,0.79,0.192,2.043,1.003,0.989,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/7/2021",0.001,0.003,-0.001,0,-0.001,0,0,-0.003,0,0.001,0.001,0.001,0.001,0.001,0.003,0.015,0.001,0.001,0,0,0.001,0.007,-0.002,-0.012,-0.009,25.89,26.05,25.93,0.001,-0.001,0.007,0.009,0.004,0,0,0.001,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LFB","12/7/2021",27.77,29.81,0.505,0.026,0.015,-0.003,-0.03,30.6,0.086,0.09,0.177,4.879,27.75,29.59,29.66,0.019,0.001,14.9,4.804,5.031,0.002,0.006,0.178,4.939,0.965,14.43,13.89,14.07,0,0.101,0.003,0.005,-0.007,-0.001,0,0,-0.007,4.593,4.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","12/7/2021",0.021,0.032,-0.002,0.001,0.001,0,0,0.042,0.001,0,0,0.01,0.021,0.03,0.031,0.017,-0.001,0.016,0.003,0.004,0,0.012,-0.002,0.01,0.003,0.01,-0.001,0.023,0.002,0.002,0.021,0.024,0.022,-0.003,0,0,-0.005,0.003,0.004,"NA","BLANK","DIGEST BLANK",4,"22-Nov-21","12/7/2021","1",NA,NA,NA,NA,NA
"2","12/7/2021",32.8,38.55,-0.046,38.02,44.05,46.73,-0.017,17.45,-0.001,0.039,0.02,0.003,0.428,0.46,0.461,34.91,0.012,2.564,0.017,0.019,0,95.42,0.008,0.007,0.004,0.126,0.073,0.133,0.002,-0.006,3.935,4.468,4.532,-0.002,0.755,0.009,-0.004,37.02,42.96,"22-Sep-21","BLANK","FILTER BLANK",1,"3-Dec-21","12/7/2021","2",NA,NA,NA,NA,NA
"7","12/7/2021",24.36,29.93,0.448,0.049,0.039,-0.001,-0.03,30.16,0.075,0.083,0.171,4.736,26.6,29.31,29.37,0.076,0,14.71,4.623,5.029,0.001,0.022,0.16,4.134,0.834,11.04,12.95,10.91,0.001,0.087,0.009,0.014,0.001,-0.002,0.001,0.001,-0.009,4.016,4.377,"NA","MFB","METHOD FORTIFIED BLANK",1,"3-Dec-21","12/7/2021","7",NA,NA,NA,NA,NA
"Lblank","12/7/2021",0.024,0.028,-0.003,0.059,0.059,0.008,0,0.169,0,0,0,0.003,0.022,0.025,0.028,0.032,0,0.011,0.003,0.003,0,0.03,0,-0.001,0.001,0.015,0.021,0.01,-0.001,-0.005,0.004,0.006,0,0,0,0,-0.002,0.013,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/7/2021",1.905,1.985,2.026,2.043,2.08,2.051,2.041,2.055,1.776,2.01,1.905,1.99,2.017,2.006,1.995,2.187,2.017,1.923,2.025,2.034,2.098,2.369,1.995,2.026,1.991,0.085,0.079,0.051,2.081,2.003,8.666,8.83,8.916,1.846,1.722,2.038,1.959,1.957,1.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/7/2021",0.005,0.008,0,0.034,0.037,0.003,0.001,0.029,0.001,0.001,0.001,0.001,0.005,0.005,0.006,0.026,0.002,0.003,0.001,0.001,0.002,0.022,-0.001,-0.024,-0.008,26,26.43,26.1,0.002,-0.001,0.013,0.016,0.015,0.002,0.001,0.001,0.001,0.004,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","12/7/2021",NA,307.9,0.298,-0.33,-0.164,0.925,-0.054,112.3,0.005,0.105,0.376,0.399,161.1,302.2,322.4,21.79,0.478,111.1,5.847,6.834,0.09,7.104,0.347,10.28,0.422,4.745,5.927,4.988,-0.039,-0.093,9.154,10.65,10.6,0.027,1.125,11.52,-0.012,1.555,1.731,"NA","SRM","STSD2",1,"3-Dec-21","12/7/2021","13",NA,NA,NA,NA,0.4887
"20","12/7/2021",0.051,0.075,-0.005,0.081,0.112,0.033,-0.001,0.678,0.001,0,0,0.003,0.041,0.058,0.058,0.096,0,0.024,0.021,0.026,0,0.115,-0.002,0.019,0.003,0.02,0.025,0.034,0.001,0.003,0.013,0.019,0.016,-0.002,0.001,0.002,-0.004,0.027,0.04,"NA","BLANK","DIGEST BLANK",1,"3-Dec-21","12/7/2021","20",NA,NA,NA,NA,NA
"Lblank","12/7/2021",0.046,0.065,0.001,0.11,0.134,0.038,0,0.081,0,0,0,0.003,0.027,0.033,0.032,0.07,0,0.016,0.003,0.004,0,0.123,0,0.004,0.002,0.012,0.027,0.014,-0.001,-0.002,0.005,0.009,0.008,0,0.001,0,-0.001,0.036,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/7/2021",2.039,1.992,2.021,2.096,2.093,2.068,2.044,2.029,1.79,2.014,1.909,2.053,2.024,1.999,1.984,2.235,2.026,1.914,2.014,2.019,2.104,2.409,2.005,1.979,2.014,0.096,0.107,0.057,2.077,2.012,8.698,8.776,8.934,1.858,1.732,2.041,1.951,1.977,1.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/7/2021",0.005,0.009,0,0.043,0.045,0.003,0.001,0.022,0.001,0.001,0.001,0.002,0.004,0.005,0.006,0.033,0.001,0.003,0.001,0.001,0.002,0.032,-0.002,-0.019,-0.009,26.26,26.5,26.13,0.001,-0.002,0.011,0.015,0.011,0,0.001,0.001,0,0.005,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","12/7/2021",37.71,44.35,-0.055,43.76,50.68,50.89,-0.019,19.77,-0.002,0.041,0.023,0.003,0.482,0.52,0.523,39.36,0.013,2.899,0.02,0.022,0,106.8,0.008,0.013,0.003,0.092,0.02,0.113,0.002,-0.008,3.196,3.699,3.682,-0.003,0.859,0.01,-0.004,40.51,48.29,"13-Oct-21","BLANK","FILTER BLANK",2,"3-Dec-21","12/7/2021","21",NA,NA,NA,NA,NA
"28","12/7/2021",24.49,30,0.456,0.148,0.173,0.025,-0.031,30.84,0.078,0.084,0.177,4.895,27.1,29.8,29.73,0.087,0,14.78,4.763,5.085,0.002,0.108,0.166,4.264,0.859,11.37,13.02,11.19,0.001,0.09,0.009,0.015,0.005,-0.003,0.001,0.002,-0.008,4.259,4.533,"NA","MFB","METHOD FORTIFIED BLANK",2,"3-Dec-21","12/7/2021","28",NA,NA,NA,NA,NA
"Lblank","12/7/2021",0.05,0.071,0.001,0.155,0.176,0.039,-0.001,0.519,0,0,0,0.004,0.038,0.05,0.052,0.088,0,0.024,0.012,0.016,0,0.145,0,0.002,0.002,0.017,0.022,0.019,0,-0.002,0.008,0.011,0.008,-0.001,0.001,0.001,-0.002,0.04,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/7/2021",2.02,1.952,2.035,2.139,2.089,2.061,2.053,2.06,1.788,2.005,1.898,2.04,2.019,1.981,1.968,2.262,1.942,1.883,2.03,1.993,2.101,2.432,1.997,1.996,2.009,0.095,0.079,0.046,2.081,2.02,8.694,8.656,8.887,1.861,1.766,2.047,1.963,1.983,1.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/7/2021",0.005,0.007,0.001,0.071,0.079,0.005,0.001,0.033,0.001,0.001,0.001,0.002,0.005,0.005,0.006,0.044,0.002,0.003,0.002,0.002,0.002,0.052,-0.002,-0.013,-0.009,26.34,26.58,26.24,0.002,-0.002,0.013,0.017,0.013,0,0.001,0.001,0.001,0.007,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","12/7/2021",NA,391.2,0.376,-0.531,-0.297,1.111,-0.067,139.6,0.006,0.128,0.458,0.5,175.2,364.9,396.8,26.9,0.579,137.3,7.292,8.422,0.11,8.846,0.416,12.45,0.513,5.968,7.589,6.249,-0.049,-0.129,8.181,9.496,9.453,0.032,1.403,14.35,-0.012,1.854,2.124,"NA","SRM","STSD2",2,"3-Dec-21","12/7/2021","35",NA,NA,NA,NA,0.6165
"Lblank","12/7/2021",0.051,0.058,0,0.078,0.081,0.017,-0.001,0.466,0,0.001,0,0.004,0.046,0.052,0.053,0.197,0,0.029,0.013,0.015,0,0.069,0,0.005,0.001,0.082,0.114,0.085,-0.002,0,0.008,0.01,0.009,0,0.001,0.001,-0.001,0.021,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/7/2021",1.976,2.027,2.043,2.092,2.124,2.075,2.066,2.102,1.797,2.024,1.921,2.029,2.044,2.035,2.02,2.34,2.082,1.951,2.042,2.057,2.119,2.483,2.017,1.999,2.023,0.107,0.141,0.061,2.092,2.022,8.656,8.909,8.934,1.873,1.716,2.053,1.943,1.983,1.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/7/2021",0.01,0.013,0,0.045,0.048,0.003,0.001,0.042,0.001,0.002,0.002,0.002,0.01,0.012,0.013,0.046,0.002,0.006,0.002,0.003,0.002,0.042,-0.001,-0.013,-0.008,25.94,26.39,26.05,0.001,-0.001,0.015,0.021,0.021,0.002,0.002,0.002,0.001,0.005,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","12/7/2021",0.023,0.041,-0.004,0.075,0.108,0.029,-0.001,0.783,0.001,0,0,0.002,0.012,0.017,0.018,0.073,-0.001,0.014,0.008,0.011,0,0.11,-0.002,0.013,0.002,0.013,0.037,0.018,0.003,0.006,0.011,0.017,0.015,-0.002,0.002,0.001,-0.004,0.023,0.033,"NA","BLANK","DIGEST BLANK",2,"3-Dec-21","12/7/2021","42",NA,NA,NA,NA,NA
"49","12/7/2021",24.66,30.14,0.46,0.109,0.111,0.004,-0.032,32.19,0.078,0.086,0.178,5.009,27.03,30,29.99,0.179,0,14.82,4.823,5.136,0.002,0.061,0.166,4.275,0.863,11.42,13.36,11.25,0,0.091,0.011,0.021,0.009,-0.002,0.002,0.003,-0.01,4.292,4.55,"NA","MFB","METHOD FORTIFIED BLANK",3,"3-Dec-21","12/7/2021","49",NA,NA,NA,NA,NA
"Lblank","12/7/2021",0.04,0.053,0.004,0.04,0.039,0.006,-0.001,0.523,0,0,0,0.004,0.062,0.077,0.077,0.083,0,0.027,0.014,0.017,0,0.036,0,0.006,0.002,0.054,0.065,0.047,0,0,0.008,0.012,0.005,0,0.001,0.002,-0.002,0.011,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/7/2021",2.008,2.039,2.053,2.084,2.133,2.087,2.073,2.155,1.799,2.028,1.921,2.051,2.055,2.047,2.041,2.362,2.098,1.961,2.047,2.076,2.129,2.508,2.027,2.03,2.033,0.126,0.159,0.08,2.085,2.035,8.602,8.997,8.968,1.885,1.786,2.063,1.969,2.024,1.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/7/2021",0.005,0.008,-0.001,0.03,0.031,0.003,0.001,0.063,0.001,0.001,0.001,0.002,0.007,0.009,0.01,0.049,0.001,0.004,0.002,0.003,0.002,0.037,-0.001,-0.011,-0.009,26.22,26.71,26.27,0.002,-0.003,0.013,0.017,0.013,0.001,0.001,0.002,0.001,0.004,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","12/7/2021",NA,416.7,0.409,-0.678,-0.419,1.197,-0.073,148.9,0.006,0.14,0.492,0.54,177.9,387.4,424.8,28.5,0.627,146.5,7.689,9,0.118,9.174,0.451,13.55,0.554,6.379,8.024,6.682,-0.049,-0.152,11.93,13.9,13.92,0.034,1.511,14.53,-0.012,2.01,2.294,"13-Oct-21","SRM","STSD2",3,"3-Dec-21","12/7/2021","53",NA,NA,NA,NA,0.6603
"54","12/7/2021",34.87,41.43,-0.046,39.77,46.12,49.09,-0.018,18.55,-0.001,0.043,0.021,0.002,0.802,1.035,1.03,36.58,0.013,2.829,0.025,0.031,0,99.31,0.008,0.019,0.003,0.072,-0.038,0.072,0.002,-0.006,3.423,3.908,3.897,-0.004,0.795,0.024,-0.003,38.97,45.87,"NA","BLANK","FILTER BLANK",3,"3-Dec-21","12/7/2021","54",NA,NA,NA,NA,NA
"Lblank","12/7/2021",0.053,0.06,-0.001,0.072,0.079,0.011,0,0.135,0,0,0,0.002,0.066,0.064,0.065,0.074,0,0.024,0.005,0.006,0,0.052,0,-0.001,0.001,0.031,0.038,0.032,-0.001,-0.002,0.007,0.01,0.011,0,0,0.002,-0.001,0.014,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CV","12/7/2021",1.989,2.014,2.03,2.087,2.111,2.088,2.061,2.04,1.799,2.032,1.931,2.036,2.056,2.027,2.022,2.306,2.044,1.928,2.03,2.046,2.13,2.462,2.03,2.003,2.026,0.094,0.088,0.053,2.078,2.02,8.577,8.87,8.952,1.88,1.751,2.046,1.945,2.018,1.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S IPC","12/7/2021",0.006,0.009,-0.001,0.04,0.042,0.002,0.001,0.075,0.001,0.001,0.002,0.002,0.008,0.007,0.009,0.043,0.002,0.004,0.001,0.002,0.002,0.037,-0.001,-0.013,-0.008,26.34,26.83,26.36,0.001,-0.001,0.013,0.019,0.015,0.001,0.002,0.002,0.002,0.004,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
